transaction_id,account_id,transaction_type,transaction_date,amount,currency_code,status,created_timestamp
91798753,302308,Withdrawal,2024-07-02 07:52:48,521.08,USD,Failed,2024-02-08 21:00:39
69009754,352961,Transfer,2023-12-21 02:03:14,1931.48,USD,Pending,2024-04-10 06:56:02
40185591,145647,Transfer,2024-08-29 07:11:07,189.64,USD,Pending,2024-06-04 02:09:52
86289670,858617,Withdrawal,2024-07-12 16:03:07,852.75,USD,Pending,2023-12-27 17:34:38
23761396,462713,Deposit,2024-02-05 14:28:08,891.17,USD,Completed,2024-09-07 04:13:20
44499880,137435,Withdrawal,2024-03-04 15:23:28,959.5,USD,Failed,2024-10-06 23:39:25
13262245,897978,Withdrawal,2024-01-21 04:53:16,672.69,USD,Completed,2024-10-27 03:15:11
50842629,885872,Transfer,2024-03-04 14:03:56,990.84,USD,Completed,2024-10-29 11:14:07
50146196,931413,Deposit,2024-06-14 04:49:26,4347.27,USD,Completed,2023-12-25 02:47:03
99573559,599546,Withdrawal,2024-02-24 04:07:54,139.29,USD,Failed,2024-04-18 07:24:23
26352883,884825,Transfer,2024-03-08 09:53:05,1384.44,USD,Failed,2023-12-30 00:51:28
61658016,575362,Withdrawal,2024-02-28 04:02:10,538.72,USD,Pending,2024-03-13 22:00:51
67020180,436263,Withdrawal,2024-07-08 04:00:36,991.26,USD,Failed,2024-08-02 07:38:41
57056833,209573,Withdrawal,2024-07-10 01:42:36,167.47,USD,Failed,2024-05-07 23:14:29
72867301,798061,Withdrawal,2024-03-26 15:19:40,379.66,USD,Failed,2024-01-24 05:51:59
76234716,343961,Deposit,2024-07-25 15:30:33,3395.73,USD,Pending,2024-05-27 04:17:45
64126753,472560,Transfer,2024-11-16 13:58:21,1312.76,USD,Failed,2024-06-23 20:21:17
83076170,477917,Deposit,2024-01-02 19:57:22,1553.84,USD,Failed,2024-02-06 20:53:08
64712966,295851,Withdrawal,2024-04-30 11:37:55,397.33,USD,Failed,2023-12-02 08:17:38
15705393,848652,Deposit,2024-01-24 06:59:42,379.88,USD,Pending,2024-01-12 20:00:09
99758806,435933,Transfer,2024-10-17 17:06:58,1511.98,USD,Completed,2023-11-28 16:07:45
50444362,567891,Transfer,2024-10-29 01:20:00,1543.24,USD,Pending,2024-03-23 07:37:25
55295548,199116,Deposit,2023-12-08 18:00:59,571.68,USD,Completed,2024-08-26 12:11:23
65755124,424396,Transfer,2024-08-21 03:41:22,1272.65,USD,Pending,2024-06-10 08:19:30
22483454,936802,Withdrawal,2024-06-23 05:34:53,429.68,USD,Pending,2024-07-01 08:09:47
67960177,573940,Transfer,2024-05-21 16:52:38,482.41,USD,Completed,2023-12-05 22:27:23
91932113,352564,Transfer,2024-08-16 21:24:36,576.81,USD,Completed,2023-11-25 18:39:47
23446009,215358,Deposit,2024-10-21 02:25:08,3587.87,USD,Failed,2024-11-03 13:34:37
49056476,548594,Deposit,2023-12-16 18:17:04,812.08,USD,Completed,2024-02-27 14:11:07
36146586,605483,Withdrawal,2024-10-19 10:54:29,730.65,USD,Failed,2024-06-24 07:07:28
24940084,565229,Deposit,2024-04-06 11:58:57,1185.35,USD,Failed,2024-02-03 02:45:41
44342859,643099,Transfer,2023-12-04 02:35:58,878.87,USD,Pending,2023-12-28 19:28:39
23682670,799735,Withdrawal,2024-08-14 11:28:42,782.49,USD,Completed,2024-02-25 15:46:15
13020695,154073,Deposit,2024-02-14 16:47:05,1633.08,USD,Pending,2024-02-10 13:58:06
18066050,327800,Transfer,2024-09-25 20:38:26,110.04,USD,Pending,2024-01-25 16:28:09
91221711,222480,Deposit,2024-04-26 06:29:10,3359.32,USD,Failed,2024-02-09 06:54:32
44331662,161816,Withdrawal,2024-10-05 21:38:16,687.86,USD,Pending,2024-03-14 07:27:11
54514903,343481,Withdrawal,2024-09-03 12:51:17,657.65,USD,Completed,2024-02-26 04:27:34
98601682,330991,Deposit,2024-07-31 13:36:55,1019.08,USD,Completed,2024-03-21 02:14:34
59551670,122585,Transfer,2024-07-26 19:05:24,1483.17,USD,Completed,2024-01-06 03:37:25
94759766,420591,Deposit,2024-07-21 08:22:16,2219.78,USD,Pending,2024-01-23 14:40:54
39859626,623580,Deposit,2024-07-15 07:02:34,489.87,USD,Failed,2024-05-08 07:57:46
87039986,867052,Deposit,2024-03-28 10:11:42,4009.03,USD,Pending,2024-08-23 22:34:05
66895851,624999,Deposit,2024-09-29 05:22:58,2211.23,USD,Pending,2024-11-09 03:15:46
46644622,585556,Deposit,2024-07-14 08:53:02,3175.84,USD,Failed,2024-02-06 09:08:41
85452295,456225,Deposit,2024-02-19 21:38:16,125.15,USD,Pending,2024-02-15 22:46:27
50767798,493307,Deposit,2024-10-31 06:45:16,4208.86,USD,Completed,2023-11-20 22:46:11
48309478,748194,Withdrawal,2024-05-17 06:57:37,686.62,USD,Completed,2024-03-18 18:32:02
36344681,742406,Deposit,2024-04-07 01:02:25,1672.5,USD,Pending,2024-08-28 21:33:46
91676129,548132,Withdrawal,2024-05-07 03:27:54,708.3,USD,Pending,2024-07-07 19:02:19
72146659,638783,Withdrawal,2024-09-10 09:43:28,482.3,USD,Completed,2024-02-21 08:49:05
82536926,205781,Deposit,2024-09-03 08:10:54,3952.58,USD,Pending,2024-07-11 16:10:33
83922647,623065,Withdrawal,2024-11-13 02:29:05,311.19,USD,Pending,2024-03-07 11:20:21
99844437,339495,Withdrawal,2023-12-21 03:08:19,773.74,USD,Failed,2024-01-02 09:34:30
64879965,107513,Withdrawal,2024-09-29 20:35:15,993.37,USD,Pending,2024-09-23 09:10:21
74030605,980789,Withdrawal,2023-12-01 08:40:11,689.69,USD,Completed,2024-01-31 12:17:33
65777870,680772,Withdrawal,2024-10-11 08:31:21,36.17,USD,Pending,2024-02-10 13:32:35
95575643,605462,Transfer,2024-09-17 10:44:47,586.78,USD,Completed,2024-01-11 23:20:38
77410245,142893,Deposit,2024-01-18 13:08:06,947.53,USD,Pending,2024-09-20 15:49:32
26772979,222986,Transfer,2024-11-06 20:09:50,652.76,USD,Failed,2024-09-14 05:42:53
19258159,721680,Transfer,2024-01-08 22:34:40,1869.27,USD,Failed,2023-12-06 05:45:41
98950399,830972,Transfer,2023-12-03 12:48:57,1365.41,USD,Completed,2024-03-09 15:10:05
51053907,612055,Transfer,2024-07-03 23:38:55,203.37,USD,Completed,2024-10-04 12:13:55
64430300,142593,Withdrawal,2024-07-14 14:29:15,239.67,USD,Completed,2024-03-23 10:32:54
42243210,180526,Transfer,2024-05-18 15:30:12,1038.24,USD,Pending,2024-10-30 23:30:48
88964245,278822,Deposit,2024-05-13 00:19:03,1541.11,USD,Failed,2024-10-22 18:32:10
94095662,360575,Withdrawal,2023-11-21 12:35:50,915.69,USD,Completed,2024-08-30 06:38:37
11012505,818325,Withdrawal,2024-06-04 03:24:52,314.66,USD,Pending,2024-03-13 21:16:27
91964640,494920,Deposit,2023-12-16 21:19:46,1372.26,USD,Pending,2023-11-25 22:50:54
87488134,489219,Withdrawal,2024-05-25 08:00:21,449.99,USD,Pending,2024-04-16 06:37:28
74109957,308359,Withdrawal,2024-07-07 05:44:15,386.13,USD,Completed,2024-01-13 17:31:39
73381158,513264,Deposit,2024-10-01 16:26:27,2123.29,USD,Pending,2024-11-10 23:29:46
59929337,579042,Transfer,2024-03-15 12:28:02,1730.96,USD,Pending,2024-08-04 07:28:40
66450794,352117,Deposit,2024-05-05 04:40:48,2757.03,USD,Pending,2024-04-03 16:06:53
79723930,968170,Withdrawal,2024-09-26 06:41:21,582.64,USD,Completed,2024-10-07 01:57:56
76784861,578848,Transfer,2024-02-14 18:29:55,1909.47,USD,Failed,2024-01-21 18:39:24
32803525,463967,Deposit,2024-03-21 20:29:23,2589.21,USD,Completed,2024-05-30 23:04:34
37040278,743745,Deposit,2024-09-13 00:45:22,1319.34,USD,Failed,2023-12-09 12:47:54
25505512,171512,Deposit,2024-03-08 09:18:59,307.85,USD,Failed,2024-09-09 13:06:51
10861100,883616,Withdrawal,2024-01-22 01:07:43,139.17,USD,Pending,2023-11-28 01:18:23
34932018,590895,Transfer,2024-05-11 12:44:10,877.37,USD,Completed,2024-07-18 11:57:59
24258873,400897,Deposit,2024-06-24 15:53:16,3852.18,USD,Pending,2024-06-20 22:51:47
95655024,950207,Withdrawal,2024-10-31 15:27:27,432.9,USD,Failed,2024-04-01 00:45:57
26861225,869546,Transfer,2024-08-24 19:42:49,1443.59,USD,Failed,2024-04-28 20:52:20
49320515,498210,Deposit,2024-08-20 04:19:39,546.89,USD,Pending,2024-02-28 18:00:03
71150353,509375,Withdrawal,2024-03-19 04:10:57,360.96,USD,Pending,2024-01-10 14:57:17
38175153,941678,Transfer,2024-06-11 14:09:02,587.55,USD,Pending,2024-05-25 12:53:14
20702844,225863,Deposit,2023-12-09 13:14:10,493.42,USD,Completed,2024-08-18 13:39:48
86568391,833596,Withdrawal,2024-02-08 15:22:04,358.47,USD,Failed,2024-11-01 17:55:43
54871986,981350,Deposit,2024-08-20 23:29:51,1617.74,USD,Completed,2024-04-09 14:58:09
23793577,782743,Withdrawal,2024-02-15 12:09:58,229.34,USD,Failed,2024-08-18 02:41:00
84567290,829005,Withdrawal,2024-02-05 05:38:50,157.31,USD,Completed,2024-04-05 08:37:49
12494449,879929,Transfer,2023-12-13 19:13:11,324.85,USD,Completed,2024-03-10 11:38:21
97011056,254561,Transfer,2024-09-29 22:41:56,364.73,USD,Failed,2024-09-13 04:42:14
79518420,236903,Withdrawal,2024-02-09 15:58:25,529.28,USD,Failed,2024-02-18 12:23:51
85703689,806858,Transfer,2024-07-19 06:10:01,1578.2,USD,Pending,2024-09-01 23:16:13
14153430,889258,Transfer,2024-08-11 04:07:27,703.37,USD,Completed,2024-01-11 19:30:58
43050426,173864,Deposit,2024-02-29 12:36:46,3552.46,USD,Failed,2023-12-16 03:54:02
10338537,756367,Transfer,2024-06-12 17:20:16,587.21,USD,Pending,2024-07-28 08:32:40
81715838,377772,Withdrawal,2024-05-08 09:57:22,279.35,USD,Pending,2024-01-30 13:09:54
30097262,854286,Withdrawal,2024-04-14 02:54:12,529.66,USD,Completed,2024-07-10 23:54:16
72741157,968159,Withdrawal,2024-11-15 21:38:06,234.05,USD,Completed,2024-08-06 15:08:34
73952010,184290,Withdrawal,2024-07-01 20:21:42,442.32,USD,Failed,2024-08-07 03:01:15
85790353,658801,Withdrawal,2024-09-03 01:56:14,890.59,USD,Failed,2024-08-24 10:09:33
39355199,712967,Transfer,2024-06-24 22:08:15,505.61,USD,Completed,2024-03-02 00:03:00
96508700,903288,Transfer,2024-05-15 00:57:29,1018.55,USD,Pending,2024-04-23 02:40:52
32532486,386019,Transfer,2024-01-18 22:55:11,783.13,USD,Failed,2024-03-17 09:54:58
74109391,336849,Transfer,2024-05-21 03:21:51,1189.48,USD,Completed,2024-05-24 17:35:15
75659078,204144,Deposit,2024-02-01 12:38:34,2267.01,USD,Completed,2024-01-28 15:01:21
51143090,628025,Withdrawal,2023-12-31 01:18:04,922.55,USD,Pending,2023-12-19 01:18:10
93478364,365696,Withdrawal,2024-01-12 22:18:17,118.24,USD,Completed,2023-12-05 00:15:31
89456442,482126,Withdrawal,2024-09-05 00:15:26,175.54,USD,Pending,2024-04-26 20:29:47
15898221,828419,Withdrawal,2024-05-22 19:44:50,898.68,USD,Completed,2024-04-05 18:21:15
77268165,443912,Transfer,2024-04-28 16:15:13,467.74,USD,Pending,2024-08-12 19:15:28
32797367,602832,Transfer,2024-03-25 20:43:35,1885.83,USD,Pending,2024-08-20 13:19:58
30433334,400331,Deposit,2024-01-19 13:21:38,2760.47,USD,Pending,2024-02-08 22:18:54
69757042,558547,Deposit,2023-12-02 10:04:10,3785.69,USD,Failed,2024-11-05 04:52:23
31715854,406235,Deposit,2024-02-23 04:33:09,4674.01,USD,Failed,2023-12-17 13:44:03
82887955,887032,Deposit,2023-12-05 14:13:00,2040.68,USD,Failed,2024-04-09 02:56:03
58815510,869006,Withdrawal,2023-12-01 22:26:08,494.35,USD,Completed,2023-12-24 18:50:00
82170964,438062,Transfer,2023-12-24 00:48:11,1769.77,USD,Completed,2024-10-12 12:38:56
23310186,647779,Withdrawal,2024-03-17 21:30:36,711.77,USD,Pending,2024-09-09 09:46:28
18836496,342000,Withdrawal,2024-03-10 21:08:59,761.69,USD,Completed,2024-03-30 01:07:37
45363689,568059,Deposit,2024-05-15 22:20:56,1493.48,USD,Completed,2024-10-01 12:35:04
25612986,342136,Deposit,2024-07-26 14:16:55,3128.44,USD,Failed,2024-11-04 03:06:45
89929010,650714,Deposit,2024-09-25 01:35:32,970.11,USD,Pending,2024-11-15 02:24:12
14263852,500785,Deposit,2024-08-13 09:51:28,1638.2,USD,Completed,2024-06-27 07:56:22
34448559,676228,Deposit,2024-06-01 19:46:49,1047.5,USD,Pending,2023-11-29 23:59:00
82071365,318009,Withdrawal,2024-10-20 11:41:39,355.88,USD,Completed,2024-01-02 01:14:39
87557266,908788,Transfer,2024-02-01 17:39:43,571.15,USD,Completed,2024-09-01 15:52:38
65991367,695442,Transfer,2024-03-15 04:48:22,585.66,USD,Failed,2024-02-02 12:46:42
23195966,871830,Withdrawal,2024-03-20 07:27:05,532.57,USD,Failed,2024-08-10 01:03:34
54026788,692375,Transfer,2024-03-10 02:14:11,1939.27,USD,Failed,2024-08-13 09:28:51
44442010,493978,Transfer,2024-10-31 19:50:54,1321.52,USD,Pending,2023-11-18 00:27:06
22499515,223920,Deposit,2023-11-19 15:09:23,1253.27,USD,Failed,2024-03-10 10:45:19
55627592,290401,Withdrawal,2024-11-14 23:33:14,442.06,USD,Pending,2024-08-31 22:52:10
49197347,160532,Deposit,2024-04-25 17:43:31,3125.79,USD,Completed,2023-11-22 01:24:03
20300536,426620,Withdrawal,2023-12-22 09:41:36,125.76,USD,Pending,2023-12-11 17:42:51
85425034,968837,Withdrawal,2024-03-29 20:57:06,538.98,USD,Failed,2024-02-26 07:02:58
35770150,444466,Transfer,2023-12-29 17:57:45,1710.33,USD,Pending,2024-05-01 01:51:10
60287571,550971,Deposit,2024-01-06 04:04:46,3933.29,USD,Completed,2024-09-02 03:47:40
73418185,107444,Transfer,2024-03-16 12:30:48,900.56,USD,Pending,2024-02-14 14:02:23
78824178,857519,Deposit,2024-05-07 13:29:19,3975.93,USD,Pending,2024-11-10 22:44:41
76249147,948282,Transfer,2023-12-20 10:31:07,1607.26,USD,Completed,2024-04-09 05:39:45
12820505,181766,Withdrawal,2024-08-08 22:43:14,39.87,USD,Pending,2024-10-01 23:43:42
19509447,172208,Deposit,2024-06-30 14:07:37,4397.0,USD,Completed,2024-09-07 22:15:39
72317487,813047,Deposit,2024-10-24 14:38:39,3720.25,USD,Failed,2024-11-04 04:30:59
39411488,987138,Withdrawal,2024-09-05 10:55:06,109.4,USD,Completed,2024-05-28 19:27:28
42088254,404512,Deposit,2024-09-05 06:37:19,4464.49,USD,Completed,2024-05-08 16:11:01
41865384,568820,Withdrawal,2024-02-29 02:57:33,160.01,USD,Failed,2024-07-18 14:38:35
66835528,949316,Transfer,2024-06-26 08:08:40,487.87,USD,Failed,2024-07-08 10:58:58
51354461,800819,Deposit,2024-05-05 14:32:34,3639.77,USD,Pending,2024-11-02 09:09:21
10221608,746165,Withdrawal,2024-01-17 05:12:25,675.44,USD,Pending,2024-05-05 04:10:29
76978152,872993,Withdrawal,2023-12-18 13:53:54,249.64,USD,Failed,2024-03-04 07:56:14
75227067,383231,Transfer,2024-08-03 03:22:04,1711.73,USD,Failed,2024-05-24 07:40:17
31206425,855092,Withdrawal,2024-04-15 15:57:40,472.42,USD,Completed,2024-07-27 14:30:25
79114385,859633,Deposit,2024-01-21 02:19:09,1336.33,USD,Pending,2024-11-15 00:33:31
21329260,895744,Transfer,2024-10-03 11:02:35,116.81,USD,Failed,2024-05-18 20:31:00
77937009,364409,Deposit,2024-04-12 05:27:32,3359.77,USD,Completed,2024-10-03 14:30:59
50976079,585740,Transfer,2023-11-25 15:08:17,1347.34,USD,Failed,2024-09-18 03:00:03
38953684,806280,Withdrawal,2024-06-18 18:37:11,572.42,USD,Failed,2024-05-23 23:56:28
31248346,221477,Deposit,2024-10-02 03:58:32,3040.89,USD,Pending,2024-01-11 05:09:09
49979985,968174,Withdrawal,2024-04-08 17:20:07,216.75,USD,Failed,2024-02-29 06:20:23
32258456,493702,Deposit,2024-10-06 14:09:06,3880.33,USD,Pending,2024-10-28 00:57:09
94180626,389121,Withdrawal,2024-06-09 01:06:03,935.13,USD,Failed,2024-07-02 16:53:04
27477647,881672,Withdrawal,2024-04-16 22:27:01,45.64,USD,Pending,2024-03-18 11:30:14
34826704,859873,Deposit,2024-01-13 20:00:46,4041.88,USD,Failed,2024-03-06 06:43:58
82748163,770658,Deposit,2024-01-06 12:42:18,3175.51,USD,Pending,2024-01-31 19:42:01
87888635,351106,Transfer,2024-10-27 18:16:08,205.05,USD,Failed,2024-06-18 08:26:04
50842852,184544,Deposit,2024-06-26 15:38:49,358.79,USD,Pending,2024-04-30 02:13:30
73368406,990891,Withdrawal,2024-05-28 04:13:54,818.65,USD,Failed,2024-03-17 00:47:38
87618740,471574,Deposit,2024-09-17 12:30:49,3698.19,USD,Failed,2024-10-29 23:36:06
72364656,203700,Transfer,2024-03-07 13:19:51,527.06,USD,Pending,2024-04-14 18:34:29
45046792,707624,Withdrawal,2024-09-13 09:51:33,727.16,USD,Completed,2023-11-29 23:16:35
75663862,943065,Transfer,2024-08-02 20:45:51,1382.7,USD,Completed,2024-04-09 01:58:44
21332576,443634,Deposit,2024-01-16 20:21:59,3042.92,USD,Pending,2024-01-12 01:57:07
75210369,369268,Transfer,2024-09-08 17:52:03,925.48,USD,Pending,2024-01-17 19:04:03
58204568,947055,Transfer,2024-04-17 04:42:23,705.39,USD,Completed,2024-11-05 05:54:29
13162664,360990,Withdrawal,2024-07-02 07:40:39,766.55,USD,Completed,2024-10-28 17:47:22
48080222,598091,Deposit,2024-03-25 23:48:01,2171.25,USD,Pending,2023-11-20 15:01:38
83428519,160249,Transfer,2024-08-03 07:59:35,689.26,USD,Failed,2024-01-24 13:47:41
10603102,333739,Transfer,2024-10-31 19:44:19,810.79,USD,Pending,2024-08-21 16:11:03
58780825,991786,Deposit,2024-07-09 11:25:40,242.85,USD,Completed,2024-03-12 03:29:34
32271107,915479,Withdrawal,2024-02-12 18:05:46,946.09,USD,Completed,2024-04-11 01:48:23
31670693,711106,Deposit,2024-04-26 05:19:02,2332.74,USD,Failed,2024-08-26 19:49:05
66282314,598269,Deposit,2024-06-24 15:33:45,4590.12,USD,Pending,2024-06-09 04:28:32
78670394,386970,Withdrawal,2023-11-24 08:05:01,166.65,USD,Completed,2024-08-10 13:42:22
32807155,984476,Withdrawal,2024-07-29 08:40:03,981.11,USD,Pending,2024-04-18 13:51:52
26315537,498129,Deposit,2024-02-19 09:41:24,1989.9,USD,Pending,2023-12-13 21:50:40
76499985,937812,Deposit,2024-08-23 03:29:34,1230.33,USD,Failed,2024-01-31 12:10:41
31167301,634557,Transfer,2024-04-08 23:53:40,989.16,USD,Completed,2024-11-13 21:42:55
64724555,523507,Transfer,2023-12-20 15:28:16,461.79,USD,Failed,2024-01-02 13:03:38
92822190,395005,Withdrawal,2024-05-26 15:32:13,256.97,USD,Pending,2024-08-20 08:29:37
82174863,353103,Transfer,2024-08-31 05:22:16,382.55,USD,Pending,2024-10-13 10:57:09
15971759,623867,Withdrawal,2024-05-27 12:45:29,982.57,USD,Pending,2024-03-22 04:06:01
19012712,252316,Transfer,2024-10-17 11:58:55,1728.06,USD,Pending,2024-03-20 05:35:49
57850192,570904,Transfer,2024-08-30 23:28:03,212.09,USD,Pending,2024-06-07 14:46:56
56922654,516810,Transfer,2024-05-09 05:38:21,1095.66,USD,Completed,2024-08-01 07:12:19
74667957,905410,Deposit,2024-08-06 19:50:29,4297.7,USD,Pending,2024-03-31 05:30:09
94651162,270355,Transfer,2024-05-05 16:37:06,1563.14,USD,Pending,2024-10-25 15:50:53
54933998,599740,Withdrawal,2024-09-16 19:18:40,844.45,USD,Completed,2024-07-05 17:17:31
32044551,597690,Withdrawal,2024-05-13 00:42:35,157.46,USD,Completed,2024-02-10 21:23:06
58596017,942619,Deposit,2024-10-19 08:27:48,957.74,USD,Completed,2024-08-02 17:56:28
97001754,730353,Withdrawal,2024-09-17 10:19:21,275.09,USD,Pending,2023-12-31 01:59:50
83063585,396254,Withdrawal,2024-01-15 07:43:48,853.2,USD,Completed,2024-11-13 19:58:38
16301015,873692,Deposit,2024-10-30 17:38:15,3695.38,USD,Failed,2024-05-16 16:52:20
91605849,680247,Withdrawal,2024-10-25 22:41:53,882.46,USD,Failed,2024-05-19 20:37:20
35261365,956601,Withdrawal,2024-10-06 07:25:24,745.51,USD,Pending,2024-09-21 17:50:51
56263438,625029,Deposit,2024-11-05 12:34:04,1556.29,USD,Failed,2023-11-24 04:18:06
56369531,533913,Transfer,2024-01-20 09:53:09,1445.28,USD,Pending,2024-03-19 03:40:24
57618554,288525,Transfer,2024-04-21 01:02:44,1634.31,USD,Failed,2023-12-13 21:55:54
92605638,253718,Transfer,2024-11-04 14:24:22,755.58,USD,Pending,2024-07-16 11:46:35
88934064,578188,Withdrawal,2024-05-15 20:47:01,156.17,USD,Pending,2024-06-27 03:53:58
15808838,983999,Deposit,2024-02-25 01:26:46,692.13,USD,Failed,2024-06-01 04:41:26
22066394,260892,Transfer,2023-12-13 08:57:29,186.68,USD,Completed,2024-10-15 19:06:58
43558105,440082,Deposit,2024-06-08 22:26:39,2278.46,USD,Pending,2024-08-23 00:28:03
50121892,204074,Deposit,2024-09-29 07:30:03,4899.2,USD,Pending,2024-05-27 10:48:32
11180344,255653,Transfer,2024-02-18 01:50:46,308.6,USD,Completed,2024-07-16 04:20:51
96080705,568864,Withdrawal,2024-10-19 09:05:28,190.74,USD,Completed,2024-10-15 10:30:43
97056122,500794,Transfer,2024-11-11 02:41:25,257.76,USD,Pending,2024-10-18 02:47:27
58930659,380050,Deposit,2024-03-12 08:00:11,4843.42,USD,Completed,2024-08-24 02:29:41
13047449,721920,Deposit,2024-03-21 12:51:24,2119.95,USD,Completed,2024-07-21 14:39:06
41416391,399752,Deposit,2024-04-29 06:41:01,2819.54,USD,Completed,2024-07-23 17:08:24
48822942,270478,Transfer,2024-03-03 20:10:34,1828.56,USD,Completed,2024-07-06 08:09:23
72831913,980526,Transfer,2024-10-08 14:47:38,738.45,USD,Failed,2024-01-24 14:00:29
93806172,312669,Transfer,2023-11-28 11:25:49,1104.09,USD,Failed,2024-08-01 22:30:40
